frame,cx,cy
1860,752.75,369.5
1861,754.75,375.25
1862,755.25,378.5
1863,754.5,381.75
1864,755,389
1865,753.25,392.25
1866,752.5,397.75
1867,751.25,401.25
1868,750,408
1869,749.25,411
1870,749.25,413.25
1871,748.25,419.75
1872,746.5,421.5
1873,745.25,424
1874,743.5,427.25
1875,742.25,430.75
1876,741.5,435.25
1877,740.25,438
1878,739.25,439.25
1879,738,442.25
1880,736.5,444
1881,735.5,447
1882,727.5,451.25
1883,723.25,453.25
1884,718.75,455.5
1885,715.25,458.5
1886,712,462.25
1887,710.25,466.5
1888,708,470.75
1889,705.5,474.25
1890,704.5,477.5
1891,695.25,480.75
1892,690.75,482.75
1893,685,484.25
1894,681.5,486
1895,679.75,486.75
1896,677.5,488.75
1897,675.5,489.25
1898,673.75,491.25
1899,672.25,491.5
1900,663.75,492
1901,658.5,491.5
1902,653,491
1903,649.5,490.25
1904,645.75,491.5
1905,642.75,492.25
1906,640.25,492.75
1907,632.25,494.75
1908,623.75,493.75
1909,618.75,493.25
1910,615.5,491.25
1911,611,493
1912,608.5,492.25
1913,600.5,492.25
1914,594.25,491.25
1915,588.75,490
1916,585.5,489.75
1917,583.5,489.5
1918,581.25,489.25
1919,577.5,489.25
1920,576,490
1921,568.25,492
1922,564.375,492
1923,558.5,489.75
1924,555.25,490.25
1925,552.25,489
1926,549.25,489
1927,546.25,489
1928,545,488.5
1929,543,487.75
1930,540.75,487.75
1931,527.5,488.25
1932,523.875,487.25
1933,520,486.5
1934,518,486
1935,515.5,486.25
1936,513.75,485
1937,511.5,485.25
1938,509.5,484.75
1939,494.5,487
1940,492,486.5
1941,494.875,485
1942,494.125,486.5
1943,493,487.5
1944,481.5,488
1945,480.5,488
1946,472.125,490.75
1947,468.5,492
1948,464.75,492.25
1949,461.625,492.25
1950,459.5,492.75
1951,457.375,494
1952,455.875,495.25
1953,454.5,495
1954,454,497.5
1955,452.5,497.5
1956,460.125,501
1962,449.25,513.25
1963,448.875,514
1964,448.75,515
1965,447.875,514.5
1966,447.625,514.5
1967,447.625,514.5
1968,447.25,516.75
1969,447.75,519.5
1971,448.5,522.5
1972,458,527.75
1973,457.875,528
1974,459,529.25
1975,459.875,530.25
1976,460.75,530.25
1977,461.375,531
1978,461.5,530
1979,453.75,528.25
1980,455.5,528.25
1981,457.75,529.25
1982,460.375,529.75
1983,464.5,530.5
1986,480.5,524.25
1987,482.875,523
1988,485.25,524.75
1989,489.75,525
1990,494.375,526.5
1993,515.875,526
1994,519.625,526.5
1995,524.25,529.5
1996,530.625,530.75
1998,552.375,529.5
1999,547.875,528.25
2000,552,529.5
2001,556.75,528.5
2002,562.375,529.5
2004,577.25,523.5
2005,581,522.75
2006,586.75,525.25
2007,592.25,524.75
2009,615.5,526
2010,613,524
2011,619.5,524.5
2012,625.75,525.25
2014,641.75,522.5
2015,647.25,522.5
2016,653.25,522.75
2018,672.5,519.75
2019,675.25,520.5
2020,680.75,520.75
2021,686.25,520.25
2022,702.5,519.5
2023,704.75,518
2024,711.75,517
2025,715.75,516.75
2026,730.5,516
2027,736,515.25
2028,744.75,512.5
2029,741,515.25
2032,763.5,506.75
2033,769.5,506.25
2034,778,502.25
2035,780.75,500
2039,796,487.5
2040,802,484.25
2041,807.75,478.25
2043,816.5,471.25
2046,824.75,451.75
2048,827.75,439.5
2050,830,424
2051,829,418
2052,829.5,413.75
2053,829.5,406.5
2054,827.5,395.25
2055,827.25,387
2057,825.25,372.25
2058,818,369
2059,816,359.75
2060,813,353.25
2061,809.5,343.5
2062,806.25,333.25
2063,803,325.5
2064,801,319.5
2065,798.25,309
2066,788.5,307.5
2067,785.75,298.125
2068,783,291.75
2069,778.75,286.25
2070,774.75,279.125
2071,771.5,272
2072,768.75,268.625
2073,761.75,259.625
2074,753.5,261.625
2075,748.5,257.125
2076,742.5,252.25
2077,738.25,245.25
2079,722.25,240.125
2080,717.25,235
2081,711.25,229.75
2082,706.75,226.375
2083,703.75,224.125
2084,690.25,221.5
2085,685.5,217
2086,678.5,211.75
2087,674,209.875
2088,662,209.75
2089,656.75,207
2090,651,203.5
2091,645.75,202.625
2092,641.25,199.875
2093,629,200.5
2094,624,199.5
2095,619.25,198.125
2096,612.75,197
2097,609,196
2098,606.75,195.875
2099,594,197.25
2100,589.25,196.25
2101,583.5,195.75
2102,579.75,194.375
2103,577.5,193.5
2115,516.5,180.75
2116,513,180.25
2117,499.75,181.625
2118,495.25,181.75
2119,488.875,180.5
2120,483.5,180.5
2121,480.875,181
2122,469.625,181.75
2123,464.875,182.375
2124,458.25,181.875
2125,454,180.875
2126,450.5,181.625
2128,434.75,182.5
2129,431.125,183.375
2130,426.25,182.25
2131,422.375,180.625
2132,420.125,181
2133,418.125,179.75
2136,410.625,170.75
2137,410.25,169.25
2138,410.125,167.5
2139,410.75,164.5
2140,411.5,163.25
2141,413.25,161.625
2142,418,162.5
2143,420.625,160.875
2144,422.875,159.125
2145,425.75,151.75
2146,427.625,150.25
2148,438.25,145.75
2149,440.25,145.25
2150,443,145.25
2152,453.25,152.375
2153,457.5,154.25
2157,482.5,166.5
2158,487.75,172.75
2159,494.25,178.125
2160,498.5,182.625
2162,516.875,192
2163,523.625,197.75
2164,528.5,203.75
2176,598.25,266
2177,602.25,271.75
2178,609.75,274.125
2179,611.75,277.75
2180,615.75,281.375
2181,620,286
2182,623.5,289.375
2183,627,291
2184,639,290.5
2185,641.5,291.875
2186,644.5,294
2187,648.75,296.25
2188,654,298.25
2189,657.75,301.375
2190,661,303.875
2191,672.75,302.25
2192,674.75,303.25
2193,676.75,304.375
2194,679.25,306.375
2195,681.5,308
2196,685,311.25
2197,688,314.25
2198,689.5,317.5
2199,692,319.75
2201,704.5,323.25
2202,705.25,326.25
2203,706,328.5
2204,707.5,333
2205,707.25,335
2206,707.75,336
2207,706.75,336.25
2208,706,334.75
2209,705.5,332.5
2210,705.75,329.25
2211,706.25,325.25
2212,706,321.25
2213,706.25,318.5
2214,706.75,316.625
2215,706.75,312.5
2216,707.25,309.875
2217,709,306.625
2218,711,305.5
2219,713.5,304
2220,715.75,303.25
2221,717.25,303
2222,719.25,302.875
2223,721.25,301.25
2224,725.25,299.125
2225,728.25,298.5
2226,729.5,296.5
2227,729.25,295
2228,728.75,292.125
2229,727.5,291
2230,727.75,289
2231,734.75,286.375
2232,735.75,286.25
2233,736.5,287.75
2234,737.25,288.125
2235,737.75,289.5
2236,738,291.75
2237,738,294.5
2238,738,298
2239,737.75,299.125
2240,738,301.75
2241,738,303.25
2242,738.25,305
2243,737.75,305.5
2244,737,306.375
2245,727.75,309
2246,723.5,308
2247,720,307.5
2248,717.25,307
2249,714.25,304.625
2250,711,301.875
2251,708.75,299.25
2252,707,294.5
2253,705,291
2254,703.75,287.125
2255,700,280.5
2256,697.5,278
2257,690.75,281.375
2258,688.5,278.125
2259,685,275
2260,682.75,271.25
2261,680.25,266.5
2262,678.25,263.5
2263,676,262.375
2264,675,261.75
2265,674,260.5
2266,673,260.5
2267,674,258
2268,673.5,258.375
2269,673,256.5
2270,673.25,252.75
2271,673.25,252.125
2272,674,248.25
2273,675.25,248.5
2274,678.25,249.5
2275,681.25,249.125
2276,685,249.25
2277,688,250.375
2278,691.75,251.5
2280,705.25,251.75
2281,709.25,247.75
2282,711.75,250.5
2283,715.25,250.875
2284,716.75,253.25
2285,718.25,256.75
2286,719,258.375
2287,720,259.75
2288,721.5,260.25
2289,722.25,260.5
2290,721.5,260.5
2291,721.25,260.75
2292,721.25,260.625
2293,720.25,261.125
2294,719.25,261.5
2295,716.5,261.5
2296,714,261.75
2297,710.75,263.75
2298,707,266.25
2299,704.75,269
2300,704.25,273.5
2301,694.75,279.5
2302,689.25,283.875
2303,685,288.25
2304,679.25,293.375
2305,674.25,299.25
2306,672.25,303.875
2307,658,308.5
2308,651.75,310.75
2309,650.75,309.5
2310,641.75,315.625
2311,638.5,316.75
2312,624.75,318.5
2313,620.25,319.75
2314,614.75,320.5
2315,609.75,320.5
2316,607.75,320.5
2317,594.25,321.75
2318,588.75,322
2319,584,322
2320,579.5,322.5
2321,576.375,323
2322,566.25,324.25
2323,558.5,324
2324,553.375,322.75
2325,547,323.25
2326,543.625,324
2327,533.75,325.75
2328,527.5,325.25
2329,522.25,324
2330,516.25,325
2331,512.75,326
2332,508.625,325
2333,498.25,328
2334,493.5,325.75
2335,494.125,329.75
2336,485.25,334
2337,482.875,336.75
2338,481.875,339.5
2345,480.75,352.25
2346,481.25,352.75
2347,482.125,353.75
2348,483.25,355
2349,486.25,356
2350,489.375,357
2351,492,357.75
2352,495.125,358.75
2353,498.125,359
2354,501.75,359
2355,505.625,359
2356,512.375,356.75
2357,514.75,356
2358,518.125,356
2359,522.375,356.25
2360,526.375,357
2361,532.75,357.75
2362,536.25,356.75
2363,545,355.25
2364,548.25,355.25
2365,552.125,355.5
2366,556.5,355.5
2367,560,355.75
2368,565.75,356
2369,575.75,354.25
2370,577.75,353.75
2371,581.5,353.75
2372,586.625,353.75
2373,589.75,351.5
2374,597,355
2375,607.75,353.75
2376,610.5,353
2377,613.25,352.5
2378,618.75,352.5
2379,622.5,352.5
2380,628,352.25
2381,639.75,351.25
2382,641.5,350.75
2383,644.25,350.75
2384,649,350.25
2385,652.5,349.5
2386,659.75,352
2387,665.25,352.75
2388,673,352.25
2389,676.5,353.25
2390,681.25,355.5
2391,686.25,357.25
2392,694.25,359.75
2393,698.75,362.75
2394,707.25,364.25
2395,712.5,367.75
2396,717,372.25
2397,726.75,376.5
2399,741.5,377.75
2400,747.25,379.5
2401,754.5,382.75
2403,769.25,383.25
2404,770.5,382.5
2405,773.25,381.75
2406,777.5,380.75
2409,793.25,372.75
2410,795.5,371.5
2413,800.5,368.75
2414,801.5,367.5
2415,802.75,364.5
2416,804.5,364.75
2417,807.25,364.5
2418,808.75,365
2419,810.75,367
2420,811.75,367.75
2421,813.5,370.5
2422,815.5,374
2423,816,377.5
2425,815.75,383.75
2426,815.25,388
2427,814.75,391
2428,813,393.75
2429,811,398
2430,809.25,404.75
2431,811.75,404.75
2432,810.25,407.75
2433,805,420.25
2434,803.25,423.75
2435,802.5,426
2436,801.25,426.5
2439,796.75,440.5
2441,791.5,446.75
2442,790,450.5
2443,781,458.5
2444,782.5,458.25
2445,773.75,464.25
2446,776.75,465
2448,763.75,472.75
2449,752.25,479.5
2450,748.25,480.25
2451,743.25,481
2452,738.5,481.25
2453,736.25,482.25
2454,731.5,480.25
2455,727.5,481
2456,714.75,485.25
2457,715,483
2458,712.25,484.25
2459,702,486.75
2460,697.5,486.5
2461,682.5,489.25
2462,684.5,488
2463,672.5,491.5
2464,663,492.75
2465,655,495
2466,649,494.25
2467,643.5,495.5
2468,641,498
2469,629.75,500.25
2470,621.5,501.5
2471,616.5,502
2472,619.5,501.5
2474,598,506.5
2475,591.5,508.5
2476,587.75,506.75
2477,583.25,507
2478,578.75,509
2479,576,512
2480,561.875,512.75
2481,556.25,512.75
2482,552.375,513
2483,548.375,514
2484,544.75,514.75
2485,535.375,515.25
2486,528.75,514.5
2487,522.5,512.5
2488,520,511.5
2491,503.25,506
2492,496.75,504.25
2493,489.25,499.75
2494,486.875,496.5
2495,485,493.5
2496,483.75,492.5
2497,481.75,488.75
2498,479.875,487.25
2499,478.875,485
2500,471.5,483.25
2501,471,480.75
2502,471.5,474.5
2503,470.5,469.5
2504,469.875,463.75
2505,469.875,458.25
2506,469.625,454.25
2507,470.375,450.75
2508,470.75,447.25
2509,473.25,441.5
2510,475,437
2511,476,432.5
2512,476.5,428
2513,477.5,424.5
2514,483.5,418.25
2515,485.125,414.75
2516,487,413
2517,489,407.75
2518,490.75,404.5
2519,492.75,400.25
2520,495.625,398
2521,499.25,395.75
2522,503.25,391.5
2523,505.5,390.25
2524,507.875,388.5
2525,514.75,384.5
2526,518.375,384.25
2527,521.5,384.5
2528,526.25,386.5
2529,531.75,386.25
2530,537.25,387
2531,540,387.5
2532,548.25,385.75
2533,550.75,385.5
2534,554.125,384
2535,557.75,384.5
2536,563.625,385.5
2537,568.5,385.5
2538,572.25,386
2539,579.5,384.5
2540,582.875,385.25
2541,586.25,384.5
2542,590.75,383.75
2543,598.25,390
2544,603.75,391.75
2545,609,393.5
2546,617.5,392.75
2547,623,396
2548,631.75,397.25
2549,638.25,398.25
2550,646.25,395.25
2551,651.5,394.75
2552,661,395.75
2553,668.75,396
2554,677.5,391.5
2555,682,391
2556,690.25,389.75
2557,697.25,388.5
2558,705.75,385.25
2559,709.25,383
2560,712.75,382.25
2561,714.5,379.25
2562,716.75,376.25
2563,721.25,375
2564,725.75,372.25
2565,730.25,370.25
2566,732.5,368.75
2567,739.5,363.75
2568,741.5,359.75
2569,745.25,357.75
2570,748.5,355.5
2571,752.5,353.25
2572,757.25,351.25
2573,766.75,347.75
2574,767.75,344.75
2575,769,340.5
2576,770.5,336.25
2577,772.25,331.75
2578,775.5,327.75
2579,778.25,325.75
2580,781,323.25
2581,782.25,320.5
2582,783.5,317.75
2583,784.5,315.25
2584,785.75,312.75
2585,786.25,309
2586,786.5,305.75
2587,786.5,304.125
2588,786.75,300.25
2589,786,297.25
2590,785.5,294.5
2591,784.75,292.5
2592,784,290.125
2593,782.25,287.75
2594,781,286.375
2595,779.25,284
2596,779,281.375
2597,777.75,279.625
2598,776,278.25
2599,774.5,277
2600,772,274.875
2601,770.25,273.125
2602,769.5,272.5
2603,768.75,271.5
2604,768.5,271.375
2605,768,271
2606,759.75,273.25
2607,756.25,271.75
2608,753.5,269.75
2609,750.75,268.625
2610,748.5,266.625
2611,745.5,265.25
2612,742.25,263.5
2613,739.25,261.25
2614,737.25,259.375
2615,736.75,258.375
2616,735.5,257.625
2617,733.5,257.75
2618,721.5,257
2619,718.5,256
2620,715.5,254.5
2621,712.25,253.125
2622,708,251.75
2623,703.75,253.25
2624,697,252.25
2625,692.25,250.375
2626,686.25,248.875
2627,682,246.25
2628,679.25,244.5
2629,676,244.75
2630,673.75,244.5
2631,666.5,247.75
2632,663.5,246.25
2633,657.75,245.75
2634,654.75,245.25
2635,652,245.25
2636,649.75,245.875
2637,647.25,244.5
2638,644,245.625
2639,641.75,245.5
2640,632,249.25
2641,628.5,248.75
2642,622.5,248.625
2643,618.5,247.875
2644,616.75,247.75
2645,613,247.125
2646,610,246.25
2647,601.5,249.25
2648,599,248.625
2649,596,248
2650,593.5,247.5
2651,592,249.375
2652,589,248.75
2653,586.125,247
2654,584.75,247.125
2655,583.25,243.5
2656,581.625,244
2657,579.5,242.5
2658,577.625,242.25
2659,567.75,247.5
2660,563.25,245.25
2661,558.25,244.75
2662,555.625,244.5
2663,552.5,239.75
2664,550.25,238.125
2665,547.25,237
2666,545.75,237
2667,536.25,239.875
2668,534,239.5
2669,530.5,239
2670,526.25,239.25
2671,523.75,241
2672,521.5,240.875
2673,519.25,241.375
2674,516.25,242.125
2675,505.75,246.5
2676,502,246.375
2677,496.5,245.25
2678,492,243.5
2679,489.25,245.625
2680,485.375,246.625
2681,477.25,251.25
2682,472.5,251.625
2683,466.375,252.125
2684,460.125,252.75
2685,456.25,256.25
2686,452.75,256.75
2687,450.5,257.625
2688,448.5,258.5
2689,439.75,261.75
2690,437.875,264
2691,435.125,265.75
2692,433.5,269.25
2693,431.75,271.875
2694,430,273.375
2695,429,274.5
2696,427.5,275.75
2697,426,277
2698,424,278
2699,422.375,279.5
2700,421.375,280.75
2701,420.625,282.625
2702,419.625,284.75
2703,419.375,286.125
2704,419.25,287.875
2705,418.5,290.25
2706,417.625,293.125
2707,417.125,297.25
2708,416.5,300.5
2709,408.5,306.25
2710,408.125,309.75
2711,407.125,312.25
2712,406.5,313.625
2713,407,316
2714,407.25,317.25
2715,415.5,316.125
2716,416.5,317.5
2717,417.125,319.25
2718,418,320.25
2719,419,321.75
2720,421.125,323
2721,424.375,325.25
2722,426.875,326.75
2723,429.125,327.75
2724,431.875,330.25
2725,436.5,331.75
2726,441.5,333.5
2727,446,335.5
2728,457,334.75
2729,461,339.5
2730,467.125,345.25
2731,474.5,355.25
2732,478.125,359.5
2733,487.125,367.5
2734,491.5,373.25
2735,496.25,379
2736,501.75,385.25
2737,507,386.75
2738,515.125,386.75
2739,519.375,388
2740,525.125,391
2741,534.375,395.5
2742,540.75,400.75
2743,549.375,403.75
2744,553.125,405.75
2745,558.375,409.25
2746,569.5,418.25
2747,577,419.25
2748,581.25,424.5
2749,586,431.5
2750,592,437.5
2752,611.25,445.75
2753,617.25,444.75
2754,627,452.5
2755,640,453
2756,643.75,454.5
2757,649.5,457.5
2758,655.75,460.5
2760,673.75,465.75
2761,679.75,468.75
2763,700.25,473
2765,708,480.5
2766,713.5,481.75
2767,719.75,483
2769,737.25,484
2770,741,485
2771,745,486.25
2772,750.25,486.75
2773,754,487
2774,764.75,484
2775,768.5,486.25
2776,770.25,486
2777,774.25,485.25
2778,776.75,485.75
2779,781,485.75
2781,792.5,479.75
2782,795.75,479.75
2790,834.25,475.5
2792,846,474.5
2793,851.75,475
2795,861,476.25
2796,867.25,477.25
2798,874.5,484.75
2799,877.25,488.25
2800,881,492.5
2801,882.5,494.5
2805,894.25,501.75
2806,896.5,505.25
2807,898.25,509.25
2808,898,515.75
2809,899.5,518.75
2810,900.25,519.5
2811,901,526.75
2812,901,529
2813,905.5,534.75
2816,904.75,544.25
2817,905.25,547.75
2818,901,555.75
2819,900.75,559
2820,900,561.5
2821,904,559.75
2822,904.25,563.25
2823,899.5,569.5
2824,897.25,571.25
2826,890.25,577.75
2827,888.25,581.25
2828,881,588.5
2829,877,590.75
2830,875.25,594
2831,872.75,597.75
2834,855,608.5
2835,847.75,614.5
2836,839.5,630
2840,813.25,632.25
2841,808.75,632.75
2846,776.5,641.25
2847,771,641.25
2850,750.25,642.5
2851,744.75,643
2852,740.75,642.75
2853,737,642.75
2855,720.75,643.25
2856,714.5,643
2857,707.75,643.25
2858,704.75,643.25
2860,684,643.5
2861,679.75,643.25
2862,672.5,644.25
2864,652.25,647.5
2865,648,648.5
2866,643.25,648.5
2867,638.5,648
2868,625.25,651
2869,619.25,650.25
2870,612.25,650
2871,607.75,649.75
2873,589,651.75
2874,583.25,650.75
2875,578.5,650
2876,575.75,649.5
2877,560.625,649.5
2878,554.25,647.5
2879,556.25,642.75
2880,553,641.75
2882,528,643.5
2883,523.5,642.75
2884,519.125,642.25
2885,516.125,641
2886,514.25,641
2887,512.25,641.5
2888,508,630.25
2889,504.5,627
2890,491.75,627.25
2891,488.125,629
2893,476.125,616.25
2894,462,627.25
2906,417,549.5
2908,417.625,540
2909,418.375,528.25
2910,418,522.25
2911,417.875,520
2912,420.25,516
2913,421.75,513
2914,431.625,506.5
2915,432.125,500.25
2916,438.25,495.75
2918,450,487
2919,453.125,483.5
2920,456.125,481.5
2921,462.25,480
2923,484,478
2924,490.875,477.25
2925,501,478
2926,514.75,477
2927,522.25,476.5
2928,529.625,480.75
2929,544.625,479
2930,549.625,479.25
2931,558.375,479
2932,568.25,479
2933,578,476.5
2934,585.25,476.5
2935,591.5,477.25
2938,617,472
2939,623,472.25
2940,638.25,469.75
2942,645.5,468.75
2943,649.5,468
2944,655.5,468
2946,675.75,464
2947,680.5,463
2948,687,460.75
2949,697.25,459.75
2950,706.5,455.25
2951,711.5,452.75
2952,716.75,452.25
2953,725.75,450.75
2954,737.25,447.5
2955,741,445
2956,745,440.25
2957,752.25,439.25
2958,761,437.25
2959,771,431.5
2960,773.75,429
2961,777.75,428
2962,782,427.5
2963,787.5,426.75
2964,793,427
2965,795.5,426.5
2966,804,423.5
2967,807.75,420
2968,810,415.25
2969,812,410
2970,814.75,407.25
2971,816.75,403
2972,819.5,397.75
2973,821.5,394
2974,823,390.5
2977,832.5,368
2978,833,361.75
2979,833,357.25
2980,833,353.5
2983,832.75,335.25
2984,832.5,330.5
2985,832,326.25
2986,831.75,324.5
2987,831.5,321.75
2988,831,317.25
2989,830.25,309.25
2991,822.5,307.375
2992,821.25,301.875
2993,819.25,297.75
2994,817,295.125
2995,814.75,293.125
2996,811.5,290
2997,807.25,283.75
2998,803.75,278.375
2999,800.5,273.25
3000,789,271.5
3001,784.5,267.5
3002,779.25,264.125
3003,773.25,262
3004,769.25,260.25
3006,753.75,256.75
3007,749.25,254.75
3008,744,251.625
3009,739.5,250
3011,723.5,250.125
3012,718.75,248.75
3013,712.75,246.25
3014,708,244.375
3015,704.5,242.5
3016,693.5,243.75
3017,687.25,240.75
3018,682.25,238.75
3019,676.5,238.75
3020,673,238.5
3021,661.75,243.5
3022,655.5,238.375
3023,651,235.75
3024,644,232.25
3025,640.75,231.75
3026,628.5,234
3027,622.5,233.875
3028,617,232.875
3029,611.25,231.375
3030,608,231.25
3031,598,236.75
3032,591.25,239.5
3033,588,243.875
3034,583.25,245.5
3036,568.875,240.375
3037,562.75,240.125
3038,558.75,241.5
3039,555,241.25
3040,550.625,242.75
3041,546.625,243.5
3043,529.5,247.25
3044,526.75,247.75
3045,522.5,247.75
3046,517.625,248.625
3049,500.125,255.5
3050,497.5,256.25
3051,495.5,256.625
3052,491.75,256.875
3053,487.75,257
3057,465.25,259.375
3058,462.875,260.5
3059,456.875,260.625
3060,452.25,261
3061,449.875,261.625
3063,435.625,264.375
3064,433.75,264.125
3065,432.5,264.125
3066,429.75,263.25
3067,426.75,261.75
3068,425,260.625
3069,423.25,259
3070,422,257.125
3071,421.25,254.75
3072,421.125,252.5
3073,421,250.375
3074,421.125,247.5
3075,421.375,245.625
3076,421.75,243.5
3077,422.625,241
3078,424.125,238.125
3079,425.625,235.625
3080,427.625,233.75
3081,430.5,232.875
3082,433.625,231.5
3083,435.25,230.75
3085,450.5,224.125
3086,454.625,223.25
3087,458.75,221
3088,464.625,217.375
3089,468,215.25
3091,483.75,211.25
3092,488,209.25
3093,493.25,208.875
3094,498.5,208.875
3095,501.5,208.25
3096,512.5,205.25
3097,516.125,205.125
3098,520,205
3099,524.75,206.125
3100,528.25,205.5
3101,531.625,205.625
3102,544.75,202.875
3103,548,202.5
3104,552.625,202
3105,558.125,201.875
3106,561.75,202.875
3107,565.25,202.625
3108,570,203.5
3109,578.75,201.125
3110,583.25,201.5
3111,587.75,203.125
3112,592.5,203.75
3113,596.25,204.5
3114,609.5,201.75
3115,612,202.5
3116,615.75,203.125
3117,620,204.125
3118,624.75,204.75
3119,627.75,206
3120,640.75,204.125
3121,642.5,204.75
3122,644.25,206.5
3123,648.75,207.625
3124,653.25,208.5
3125,658.25,210
3126,663,210.375
3127,667.5,211
3128,675.75,208.5
3129,679.75,209.25
3130,684.5,209.5
3131,688.75,210.25
3132,693,210.75
3133,698.5,210.375
3134,706,208.5
3135,709.5,207.875
3136,713.75,208.125
3137,718.25,207.75
3138,721.75,208.25
3139,725.5,208.375
3140,729.5,207.75
3141,737.25,204.375
3142,739.25,203.75
3143,742,202.75
3144,745.5,202.375
3145,749.5,203
3146,752.5,201.875
3147,754.75,201
3148,756.5,200.75
3149,759.25,202.375
3150,768.75,196.375
3151,770,196.25
3152,771.5,196.25
3153,772.5,196.125
3154,773.5,195.625
3155,773.75,194.75
3156,774,192.875
3157,774.5,194
3159,775.75,192.75
3161,776.75,195.75
3162,777,196.125
3163,777.25,196.25
3164,777,196.25
3166,775.5,195.5
3167,774.5,196.625
3168,773.75,195.375
3169,772.5,196.25
3170,772,198.25
3171,766.25,191.75
3172,765.25,192.625
3173,764.5,193.25
3174,763.75,195.125
3175,763,196.75
3179,754.75,203.125
3180,752,204
3182,747.25,206.25
3183,745,206.25
3184,743.25,207.5
3185,739.5,212
3186,737,214
3187,734.5,216.375
3188,733.75,219.125
3189,732,221
3190,731.25,222.125
3191,731.25,224.125
3192,731,226.5
3193,731.5,229.5
3194,731.5,231.5
3195,732,234.125
3196,732.75,236.5
3197,733.25,238
3198,734.5,239.5
3199,734.5,241.875
3200,734.75,243.125
3201,736.5,244.875
3202,738,246.5
3203,740,248.25
3204,742,251
3205,743,252
3206,744.75,256
3207,746.25,260
3208,747.25,264.25
3209,748.75,268.75
3210,748.75,274.5
3211,749.25,279
3212,750.5,283.25
3213,750.5,287.875
3214,750.25,291.5
3215,750.5,293.25
3216,749.75,294.625
3217,749.75,295.875
3218,750,297.5
3219,750,298.5
3220,749.25,298.625
3221,748.25,298.75
3222,748,298.5
3223,747.5,297.375
3224,747,296.5
3225,746.75,295.75
3226,746.75,295.75
3227,746.75,296.25
3228,739.75,298.75
3229,738.25,298.625
3230,738,298.25
3231,738,298.375
3232,737.75,297.875
3233,737.75,297.625
3234,737.5,298
3235,737.5,297.875
3236,737.5,298.5
3237,737.5,300.25
3238,738,301.25
3239,738.5,303.375
3240,739,306.5
3241,739.75,310.25
3242,739.5,313
3243,737,315.75
3244,736.75,317.875
3245,737,319
3246,737.25,321.5
3247,736.75,325
3248,737.25,331.75
3249,737,337
3250,727.25,343.75
3251,725,350
3252,722.5,353
3253,720.25,361
3254,718.5,364.75
3255,718.5,369.75
3256,718,372.75
3257,717,376.75
3258,716.5,380.5
3259,714.5,383
3260,711.75,387
3261,709.25,389.75
3262,707.5,391.5
3263,705.25,392.25
3264,703.75,394.75
3265,702,393.25
3266,692.75,392.75
3267,691.5,391.5
3268,690.25,388
3269,690,385
3270,691.75,379.75
3271,696,374.75
3272,699.75,369.75
3273,703.75,366
3274,709.5,358.25
3275,713.25,354.5
3276,720,351.75
3277,722.75,348.5
3278,730.75,344.25
3279,737.75,338.25
3280,742.75,330.5
3281,747.5,325.5
3282,753,321.75
3283,756.25,318.25
3284,765,311.25
3285,769,303.875
3286,773.5,291.5
3287,775,285.5
3288,778,274.5
3289,779.25,265.75
3290,779,258.5
3291,777.5,252
3292,779.5,244.25
3293,778,238.25
3294,777,231.125
3295,775,225.375
3296,773.25,220.5
3297,770,215.25
3298,769.75,209.375
3299,768,204.5
3300,757.5,202.5
3301,752.25,196.5
3302,745.75,190.625
3303,741.25,186.25
3304,738.25,179.5
3305,725.25,176.25
3306,717.75,171.75
3307,713,167.25
3309,699.5,160.5
3310,693.75,155.625
3311,687.75,153.375
3312,682.25,151.375
3313,679,149.375
3314,667.25,149.75
3315,660.5,147
3316,655.5,144.75
3317,651,142.5
3318,648.5,142.625
3319,641,144.5
3320,635.75,144.25
3321,629,142.375
3322,624,140.875
3325,611,140.5
3326,607.25,140
3327,604.5,140.375
3339,536,143.75
3340,534,149.75
3341,532.75,155
3342,533.375,157.875
3343,533.25,160.5
3344,533.25,164.75
3347,535.75,180
3348,536.875,186.625
3349,538,189
3350,539.5,192
3351,541.875,194.5
3354,555,204.625
3355,558.5,206
3359,583.5,206.75
3360,590.25,208.75
3362,609,205.75
3363,618,208.5
3365,635,205.375
3366,644.25,204.625
3367,651.5,204.375
3368,659.75,196.25
3369,666.25,194
3370,674,193.25
3371,680.5,192.375
3372,688.5,185.875
3373,693,183.25
3374,696.75,180.625
3375,700.25,179.75
3376,703,178.75
3377,704,177.375
3378,705,175.625
3379,705.25,172.875
3380,705.5,171
3381,706,168.25
3382,706,164.375
3383,706,162.625
3384,706.25,159.375
3385,706.25,156.5
3386,704.25,154.375
3387,703,149.75
3388,701.75,144.25
3389,700,139
3390,695.5,129.375
3391,691,122.875
3392,688.25,120.75
3393,685.75,119.375
3394,682,117.375
3396,672.25,112.125
3397,669.25,108.5
3398,664.25,106.375
3399,660.25,100
3400,656.75,96.5
3401,654,94.5
3402,650.75,93
3419,610.25,182.5
3420,610.75,183.5
3421,609,187.125
3425,599.25,186.5
3427,600.5,188.75
3429,603.75,193.625
3431,598.75,194.75
3432,599,197.75
3433,594.75,199.5
3434,594.5,201.5
3435,593,203.125
3436,593.75,204.25
3437,596.25,206
3440,596,216.25
3441,596.25,217.375
3442,596.25,217.125
3443,598.75,219
3444,597.25,222
3445,598,221.875
